Video,Predicted,Real,Fake,Total,Label,Accuracy (%),Real (%),Fake (%)
25_18__walking_outside_cafe_disgusted__SEGFKFJG.mp4,1,15,16,31,0,0,48.38709677,51.61290323
25_18__walk_down_hall_angry__AUC0HY5T.mp4,0,25,6,31,0,100,80.64516129,19.35483871
25_20__exit_phone_room__FZHCQNKV.mp4,0,26,5,31,0,100,83.87096774,16.12903226
25_20__exit_phone_room__M86GQTHK.mp4,1,9,22,31,0,0,29.03225806,70.96774194
25_20__outside_talking_pan_laughing__M86GQTHK.mp4,1,0,31,31,0,0,0,100
25_20__outside_talking_pan_laughing__NPM0ENKD.mp4,1,0,31,31,0,0,0,100
25_20__outside_talking_still_laughing__AMY6M1KL.mp4,1,0,31,31,0,0,0,100
25_20__outside_talking_still_laughing__M786RTSM.mp4,1,0,31,31,0,0,0,100
25_20__outside_talking_still_laughing__M86GQTHK.mp4,1,0,31,31,0,0,0,100
25_20__outside_talking_still_laughing__MUS0X71T.mp4,1,0,31,31,0,0,0,100
25_20__outside_talking_still_laughing__NPM0ENKD.mp4,1,0,31,31,0,0,0,100
25_20__talking_against_wall__CYKLS79C.mp4,1,0,31,31,0,0,0,100
25_20__talking_against_wall__MUS0X71T.mp4,1,0,31,31,0,0,0,100
25_20__talking_against_wall__ZG0SRZOA.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_20__walking_down_street_outside_angry__DW2L6D2V.mp4,1,0,31,31,0,0,0,100
25_20__walking_outside_cafe_disgusted__AMY6M1KL.mp4,1,13,18,31,0,0,41.93548387,58.06451613
25_20__walking_outside_cafe_disgusted__RSCD7KXO.mp4,1,11,20,31,0,0,35.48387097,64.51612903
25_21__outside_talking_pan_laughing__2R46UX3R.mp4,1,0,31,31,0,0,0,100
25_21__outside_talking_pan_laughing__NFBISHIN.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_21__podium_speech_happy__NFBISHIN.mp4,0,21,10,31,0,100,67.74193548,32.25806452
25_21__talking_against_wall__NFBISHIN.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_21__walking_down_street_outside_angry__2R46UX3R.mp4,1,0,31,31,0,0,0,100
25_21__walking_down_street_outside_angry__NFBISHIN.mp4,1,0,31,31,0,0,0,100
25_21__walking_outside_cafe_disgusted__2R46UX3R.mp4,1,14,17,31,0,0,45.16129032,54.83870968
25_21__walking_outside_cafe_disgusted__NFBISHIN.mp4,1,11,20,31,0,0,35.48387097,64.51612903
25_21__walk_down_hall_angry__NFBISHIN.mp4,0,24,7,31,0,100,77.41935484,22.58064516
25_26__exit_phone_room__7ZRKCFMS.mp4,1,9,22,31,0,0,29.03225806,70.96774194
25_26__outside_talking_pan_laughing__GJT740J9.mp4,1,0,31,31,0,0,0,100
25_26__outside_talking_still_laughing__0UFFR3U1.mp4,1,0,31,31,0,0,0,100
25_26__outside_talking_still_laughing__7ZRKCFMS.mp4,1,0,31,31,0,0,0,100
25_26__outside_talking_still_laughing__8LPKLIRG.mp4,1,0,31,31,0,0,0,100
25_26__podium_speech_happy__0UFFR3U1.mp4,0,21,10,31,0,100,67.74193548,32.25806452
25_26__podium_speech_happy__PQ41U3IJ.mp4,0,21,10,31,0,100,67.74193548,32.25806452
25_26__secret_conversation__GJT740J9.mp4,1,0,31,31,0,0,0,100
25_26__talking_against_wall__8LPKLIRG.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_26__walking_down_street_outside_angry__157Z8P8P.mp4,1,0,31,31,0,0,0,100
25_26__walking_down_street_outside_angry__XKQAYTLI.mp4,1,0,31,31,0,0,0,100
25_26__walking_outside_cafe_disgusted__7ZRKCFMS.mp4,1,11,20,31,0,0,35.48387097,64.51612903
25_26__walking_outside_cafe_disgusted__WYZ8NJ7O.mp4,1,12,19,31,0,0,38.70967742,61.29032258
25_26__walk_down_hall_angry__XKQAYTLI.mp4,0,28,3,31,0,100,90.32258065,9.677419355
25_27__exit_phone_room__1KU29EUL.mp4,1,10,21,31,0,0,32.25806452,67.74193548
25_27__outside_talking_pan_laughing__1KU29EUL.mp4,1,0,31,31,0,0,0,100
25_27__outside_talking_pan_laughing__GNIMW95Z.mp4,1,0,31,31,0,0,0,100
25_27__outside_talking_still_laughing__1KU29EUL.mp4,1,0,31,31,0,0,0,100
25_27__talking_against_wall__ZTV6TUQ9.mp4,1,0,31,31,0,0,0,100
25_27__walking_down_street_outside_angry__1KU29EUL.mp4,1,0,31,31,0,0,0,100
25_27__walking_outside_cafe_disgusted__1KU29EUL.mp4,1,11,20,31,0,0,35.48387097,64.51612903
25_27__walk_down_hall_angry__1KU29EUL.mp4,0,29,2,31,0,100,93.5483871,6.451612903
25_27__walk_down_hall_angry__GNIMW95Z.mp4,0,25,6,31,0,100,80.64516129,19.35483871
26_01__kitchen_still__ZMEJ535O.mp4,1,0,31,31,0,0,0,100
26_01__secret_conversation__BTVMWLG6.mp4,1,5,26,31,0,0,16.12903226,83.87096774
26_03__kitchen_pan__WBSXBL82.mp4,0,16,15,31,0,100,51.61290323,48.38709677
26_03__kitchen_still__WBSXBL82.mp4,1,0,31,31,0,0,0,100
26_03__outside_talking_pan_laughing__WBSXBL82.mp4,1,0,31,31,0,0,0,100
26_03__podium_speech_happy__WBSXBL82.mp4,1,0,31,31,0,0,0,100
26_03__talking_against_wall__WBSXBL82.mp4,1,0,31,31,0,0,0,100
26_03__talking_angry_couch__WBSXBL82.mp4,1,0,31,31,0,0,0,100
26_03__walking_outside_cafe_disgusted__WBSXBL82.mp4,1,4,27,31,0,0,12.90322581,87.09677419
26_03__walk_down_hall_angry__WBSXBL82.mp4,0,29,2,31,0,100,93.5483871,6.451612903
26_04__exit_phone_room__MS2MLJP1.mp4,0,19,12,31,0,100,61.29032258,38.70967742
26_04__kitchen_pan__MS2MLJP1.mp4,0,17,14,31,0,100,54.83870968,45.16129032
26_04__kitchen_pan__WX836VLY.mp4,1,15,16,31,0,0,48.38709677,51.61290323
26_04__kitchen_still__WX836VLY.mp4,1,0,31,31,0,0,0,100
26_04__outside_talking_pan_laughing__MS2MLJP1.mp4,1,0,31,31,0,0,0,100
26_04__outside_talking_pan_laughing__WX836VLY.mp4,1,0,31,31,0,0,0,100
26_04__outside_talking_still_laughing__WX836VLY.mp4,1,0,31,31,0,0,0,100
26_04__secret_conversation__WX836VLY.mp4,1,12,19,31,0,0,38.70967742,61.29032258
26_04__talking_against_wall__WX836VLY.mp4,1,0,31,31,0,0,0,100
26_04__talking_angry_couch__MS2MLJP1.mp4,1,0,31,31,0,0,0,100
26_04__talking_angry_couch__WX836VLY.mp4,1,0,31,31,0,0,0,100
26_04__walking_down_street_outside_angry__WX836VLY.mp4,1,0,31,31,0,0,0,100
26_04__walking_outside_cafe_disgusted__MS2MLJP1.mp4,0,21,10,31,0,100,67.74193548,32.25806452
26_04__walk_down_hall_angry__WX836VLY.mp4,0,31,0,31,0,100,100,0
26_06__kitchen_pan__L5BVR5L9.mp4,1,15,16,31,0,0,48.38709677,51.61290323
26_06__kitchen_still__L5BVR5L9.mp4,1,0,31,31,0,0,0,100
26_06__outside_talking_still_laughing__L5BVR5L9.mp4,1,0,31,31,0,0,0,100
26_06__podium_speech_happy__L5BVR5L9.mp4,1,0,31,31,0,0,0,100
26_06__talking_against_wall__L5BVR5L9.mp4,1,0,31,31,0,0,0,100
26_06__talking_angry_couch__L5BVR5L9.mp4,1,0,31,31,0,0,0,100
26_06__walking_down_street_outside_angry__L5BVR5L9.mp4,1,0,31,31,0,0,0,100
26_06__walking_outside_cafe_disgusted__L5BVR5L9.mp4,0,22,9,31,0,100,70.96774194,29.03225806
26_06__walk_down_hall_angry__L5BVR5L9.mp4,0,31,0,31,0,100,100,0
26_07__exit_phone_room__FGNGC2GT.mp4,0,18,13,31,0,100,58.06451613,41.93548387
26_07__kitchen_pan__FGNGC2GT.mp4,1,15,16,31,0,0,48.38709677,51.61290323
26_07__kitchen_still__FGNGC2GT.mp4,1,0,31,31,0,0,0,100
26_07__outside_talking_pan_laughing__FGNGC2GT.mp4,1,0,31,31,0,0,0,100
26_07__outside_talking_still_laughing__FGNGC2GT.mp4,1,0,31,31,0,0,0,100
26_07__podium_speech_happy__FGNGC2GT.mp4,1,0,31,31,0,0,0,100
26_07__talking_against_wall__FGNGC2GT.mp4,1,0,31,31,0,0,0,100
26_07__walking_down_street_outside_angry__FGNGC2GT.mp4,1,0,31,31,0,0,0,100
26_07__walk_down_hall_angry__FGNGC2GT.mp4,0,29,2,31,0,100,93.5483871,6.451612903
26_09__exit_phone_room__XXGYLT82.mp4,0,20,11,31,0,100,64.51612903,35.48387097
26_09__kitchen_pan__C3K20JOL.mp4,1,13,18,31,0,0,41.93548387,58.06451613
26_09__outside_talking_still_laughing__QSE5A0GF.mp4,1,0,31,31,0,0,0,100
26_09__talking_against_wall__C3K20JOL.mp4,1,0,31,31,0,0,0,100
26_09__walk_down_hall_angry__QSE5A0GF.mp4,0,31,0,31,0,100,100,0
26_09__walk_down_hall_angry__XXGYLT82.mp4,0,31,0,31,0,100,100,0
26_11__kitchen_pan__7C0VKV43.mp4,1,13,18,31,0,0,41.93548387,58.06451613
26_11__kitchen_still__7C0VKV43.mp4,1,0,31,31,0,0,0,100
26_11__outside_talking_pan_laughing__ALJ0OHNM.mp4,1,0,31,31,0,0,0,100
26_11__outside_talking_still_laughing__ALJ0OHNM.mp4,1,0,31,31,0,0,0,100
26_11__walking_outside_cafe_disgusted__ALJ0OHNM.mp4,1,5,26,31,0,0,16.12903226,83.87096774
26_11__walk_down_hall_angry__7C0VKV43.mp4,0,31,0,31,0,100,100,0
26_12__exit_phone_room__HEKDCIHW.mp4,0,21,10,31,0,100,67.74193548,32.25806452
26_12__exit_phone_room__OTKIGGFE.mp4,0,19,12,31,0,100,61.29032258,38.70967742
26_12__kitchen_pan__BFBNM8FR.mp4,1,13,18,31,0,0,41.93548387,58.06451613
26_12__kitchen_pan__OVOQACG8.mp4,1,12,19,31,0,0,38.70967742,61.29032258
26_12__outside_talking_pan_laughing__OVOQACG8.mp4,1,0,31,31,0,0,0,100
26_12__outside_talking_still_laughing__FWFQ5YB8.mp4,1,0,31,31,0,0,0,100
26_12__outside_talking_still_laughing__LI63E4TS.mp4,1,0,31,31,0,0,0,100
26_12__podium_speech_happy__BFBNM8FR.mp4,1,0,31,31,0,0,0,100
26_12__talking_against_wall__HEKDCIHW.mp4,1,0,31,31,0,0,0,100
26_12__talking_angry_couch__BFBNM8FR.mp4,1,0,31,31,0,0,0,100
26_12__talking_angry_couch__FWFQ5YB8.mp4,1,0,31,31,0,0,0,100
26_12__talking_angry_couch__OVOQACG8.mp4,1,0,31,31,0,0,0,100
26_12__walking_down_street_outside_angry__OVOQACG8.mp4,1,0,31,31,0,0,0,100
26_12__walk_down_hall_angry__BFBNM8FR.mp4,0,30,1,31,0,100,96.77419355,3.225806452
26_13__kitchen_pan__1ZRIYSSU.mp4,0,16,15,31,0,100,51.61290323,48.38709677
26_13__kitchen_pan__U5ELHUN5.mp4,0,19,12,31,0,100,61.29032258,38.70967742
26_13__kitchen_pan__XRS5W2NC.mp4,0,20,11,31,0,100,64.51612903,35.48387097
26_13__kitchen_still__SU8J9CBG.mp4,1,0,31,31,0,0,0,100
26_13__outside_talking_pan_laughing__WK3NZ3UV.mp4,1,0,31,31,0,0,0,100
26_13__outside_talking_still_laughing__1ZRIYSSU.mp4,1,0,31,31,0,0,0,100
26_13__outside_talking_still_laughing__CJALTDKT.mp4,1,0,31,31,0,0,0,100
26_13__podium_speech_happy__U5ELHUN5.mp4,1,0,31,31,0,0,0,100
26_13__secret_conversation__XRS5W2NC.mp4,1,7,24,31,0,0,22.58064516,77.41935484
26_13__talking_against_wall__DZP10XW4.mp4,1,0,31,31,0,0,0,100
26_14__exit_phone_room__SU8SAHTT.mp4,0,17,14,31,0,100,54.83870968,45.16129032
26_14__kitchen_pan__ILLP29ZH.mp4,1,13,18,31,0,0,41.93548387,58.06451613
26_14__kitchen_pan__SU8SAHTT.mp4,1,12,19,31,0,0,38.70967742,61.29032258
26_14__kitchen_still__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
26_14__outside_talking_still_laughing__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
26_14__podium_speech_happy__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
26_14__secret_conversation__ILLP29ZH.mp4,1,6,25,31,0,0,19.35483871,80.64516129
26_14__secret_conversation__SU8SAHTT.mp4,1,1,30,31,0,0,3.225806452,96.77419355
26_14__talking_against_wall__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
26_14__talking_angry_couch__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
26_14__talking_angry_couch__SU8SAHTT.mp4,1,0,31,31,0,0,0,100
26_14__walking_outside_cafe_disgusted__ILLP29ZH.mp4,0,19,12,31,0,100,61.29032258,38.70967742
26_14__walk_down_hall_angry__ILLP29ZH.mp4,0,30,1,31,0,100,96.77419355,3.225806452
26_15__walk_down_hall_angry__JHMUZFIJ.mp4,0,31,0,31,0,100,100,0
26_18__exit_phone_room__AI94QW74.mp4,0,19,12,31,0,100,61.29032258,38.70967742
26_18__kitchen_pan__C9VUQS9O.mp4,0,16,15,31,0,100,51.61290323,48.38709677
26_18__kitchen_still__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
26_18__outside_talking_still_laughing__AI94QW74.mp4,1,0,31,31,0,0,0,100
26_18__outside_talking_still_laughing__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
26_18__podium_speech_happy__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
26_18__secret_conversation__UMEX6HWU.mp4,1,8,23,31,0,0,25.80645161,74.19354839
26_18__talking_against_wall__AI94QW74.mp4,1,0,31,31,0,0,0,100
26_18__talking_against_wall__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
26_18__talking_angry_couch__AI94QW74.mp4,1,0,31,31,0,0,0,100
26_18__walking_down_street_outside_angry__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
26_18__walking_outside_cafe_disgusted__UMEX6HWU.mp4,0,23,8,31,0,100,74.19354839,25.80645161
26_18__walk_down_hall_angry__AI94QW74.mp4,0,31,0,31,0,100,100,0
26_18__walk_down_hall_angry__C9VUQS9O.mp4,0,31,0,31,0,100,100,0
26_18__walk_down_hall_angry__UMEX6HWU.mp4,0,31,0,31,0,100,100,0
26_20__exit_phone_room__XWMKFMF6.mp4,0,17,14,31,0,100,54.83870968,45.16129032
26_20__kitchen_pan__34DJQS3E.mp4,0,18,13,31,0,100,58.06451613,41.93548387
26_20__kitchen_pan__C8GN41DU.mp4,0,16,15,31,0,100,51.61290323,48.38709677
26_20__kitchen_pan__XWMKFMF6.mp4,1,15,16,31,0,0,48.38709677,51.61290323
26_20__kitchen_still__34DJQS3E.mp4,1,0,31,31,0,0,0,100
26_20__outside_talking_pan_laughing__01OJA93K.mp4,1,0,31,31,0,0,0,100
26_20__outside_talking_pan_laughing__C8GN41DU.mp4,1,0,31,31,0,0,0,100
26_20__outside_talking_pan_laughing__KGFLR0PH.mp4,1,0,31,31,0,0,0,100
26_20__podium_speech_happy__01OJA93K.mp4,1,0,31,31,0,0,0,100
26_20__podium_speech_happy__1UEDQ3GY.mp4,1,0,31,31,0,0,0,100
26_20__podium_speech_happy__XWMKFMF6.mp4,1,0,31,31,0,0,0,100
26_20__secret_conversation__1UEDQ3GY.mp4,1,6,25,31,0,0,19.35483871,80.64516129
26_20__secret_conversation__34DJQS3E.mp4,1,10,21,31,0,0,32.25806452,67.74193548
26_20__talking_angry_couch__2VS0S1P5.mp4,1,0,31,31,0,0,0,100
26_20__talking_angry_couch__34DJQS3E.mp4,1,0,31,31,0,0,0,100
26_20__walking_down_street_outside_angry__2VS0S1P5.mp4,1,0,31,31,0,0,0,100
26_20__walking_outside_cafe_disgusted__C8GN41DU.mp4,0,23,8,31,0,100,74.19354839,25.80645161
26_20__walk_down_hall_angry__XWMKFMF6.mp4,0,31,0,31,0,100,100,0
26_25__exit_phone_room__7ZRKCFMS.mp4,0,20,11,31,0,100,64.51612903,35.48387097
26_25__exit_phone_room__PQ41U3IJ.mp4,0,21,10,31,0,100,67.74193548,32.25806452
26_25__outside_talking_pan_laughing__157Z8P8P.mp4,1,0,31,31,0,0,0,100
26_25__outside_talking_pan_laughing__GJT740J9.mp4,1,0,31,31,0,0,0,100
26_25__outside_talking_still_laughing__7ZRKCFMS.mp4,1,0,31,31,0,0,0,100
26_25__podium_speech_happy__0UFFR3U1.mp4,1,0,31,31,0,0,0,100
26_25__podium_speech_happy__8LPKLIRG.mp4,1,0,31,31,0,0,0,100
26_25__secret_conversation__0UFFR3U1.mp4,1,10,21,31,0,0,32.25806452,67.74193548
26_25__talking_against_wall__PQ41U3IJ.mp4,1,0,31,31,0,0,0,100
26_25__talking_angry_couch__GJT740J9.mp4,1,0,31,31,0,0,0,100
26_25__talking_angry_couch__WYZ8NJ7O.mp4,1,0,31,31,0,0,0,100
26_25__talking_angry_couch__XKQAYTLI.mp4,1,0,31,31,0,0,0,100
26_25__walking_down_street_outside_angry__PQ41U3IJ.mp4,1,0,31,31,0,0,0,100
26_25__walking_down_street_outside_angry__XKQAYTLI.mp4,1,0,31,31,0,0,0,100
26_25__walking_outside_cafe_disgusted__0UFFR3U1.mp4,0,24,7,31,0,100,77.41935484,22.58064516
26_25__walking_outside_cafe_disgusted__7ZRKCFMS.mp4,1,5,26,31,0,0,16.12903226,83.87096774
26_25__walking_outside_cafe_disgusted__XKQAYTLI.mp4,1,4,27,31,0,0,12.90322581,87.09677419
26_25__walk_down_hall_angry__XKQAYTLI.mp4,0,31,0,31,0,100,100,0
26_27__kitchen_pan__IE9N0ZI9.mp4,0,16,15,31,0,100,51.61290323,48.38709677
26_27__outside_talking_still_laughing__IE9N0ZI9.mp4,1,0,31,31,0,0,0,100
26_27__podium_speech_happy__IE9N0ZI9.mp4,1,0,31,31,0,0,0,100
26_27__talking_against_wall__IE9N0ZI9.mp4,1,0,31,31,0,0,0,100
26_27__talking_angry_couch__IE9N0ZI9.mp4,1,0,31,31,0,0,0,100
27_01__hugging_happy__ZYCZ30C0.mp4,1,0,31,31,0,0,0,100
27_01__meeting_serious__ZYCZ30C0.mp4,1,0,31,31,0,0,0,100
27_01__outside_talking_still_laughing__ZYCZ30C0.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_01__podium_speech_happy__S2YCUY48.mp4,1,8,23,31,0,0,25.80645161,74.19354839
27_01__talking_against_wall__ZYCZ30C0.mp4,1,0,31,31,0,0,0,100
27_01__walking_and_outside_surprised__S2YCUY48.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_01__walking_outside_cafe_disgusted__S2YCUY48.mp4,0,31,0,31,0,100,100,0
27_01__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,0,31,0,31,0,100,100,0
27_02__exit_phone_room__6GC9HY9J.mp4,0,31,0,31,0,100,100,0
27_02__exit_phone_room__FV8M8O2C.mp4,0,31,0,31,0,100,100,0
27_02__hugging_happy__UGO2181S.mp4,1,0,31,31,0,0,0,100
27_02__kitchen_pan__3L1MLH3D.mp4,1,0,31,31,0,0,0,100
27_02__kitchen_pan__78M8S6M6.mp4,1,0,31,31,0,0,0,100
27_02__kitchen_pan__B3XHKO27.mp4,1,0,31,31,0,0,0,100
27_02__meeting_serious__QW05XUUZ.mp4,1,0,31,31,0,0,0,100
27_02__outside_talking_pan_laughing__QW05XUUZ.mp4,1,0,31,31,0,0,0,100
27_02__outside_talking_pan_laughing__YQX5Z8GN.mp4,1,1,30,31,0,0,3.225806452,96.77419355
27_02__podium_speech_happy__6GC9HY9J.mp4,0,25,6,31,0,100,80.64516129,19.35483871
27_02__podium_speech_happy__FV8M8O2C.mp4,0,23,8,31,0,100,74.19354839,25.80645161
27_02__podium_speech_happy__XFSH3BW7.mp4,0,23,8,31,0,100,74.19354839,25.80645161
27_02__talking_against_wall__B3XHKO27.mp4,1,2,29,31,0,0,6.451612903,93.5483871
27_02__talking_angry_couch__78M8S6M6.mp4,1,0,31,31,0,0,0,100
27_02__talking_angry_couch__FV8M8O2C.mp4,1,0,31,31,0,0,0,100
27_02__talking_angry_couch__GVFLSZD5.mp4,1,0,31,31,0,0,0,100
27_02__walking_and_outside_surprised__QW05XUUZ.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_02__walking_and_outside_surprised__XFSH3BW7.mp4,1,2,29,31,0,0,6.451612903,93.5483871
27_02__walking_down_indoor_hall_disgust__3L1MLH3D.mp4,1,0,31,31,0,0,0,100
27_02__walking_down_street_outside_angry__78M8S6M6.mp4,1,0,31,31,0,0,0,100
27_02__walking_down_street_outside_angry__XFSH3BW7.mp4,1,0,31,31,0,0,0,100
27_02__walk_down_hall_angry__78M8S6M6.mp4,0,31,0,31,0,100,100,0
27_02__walk_down_hall_angry__B3XHKO27.mp4,0,31,0,31,0,100,100,0
27_02__walk_down_hall_angry__FV8M8O2C.mp4,0,31,0,31,0,100,100,0
27_03__hugging_happy__72BPN7A1.mp4,1,0,31,31,0,0,0,100
27_03__outside_talking_still_laughing__IL675GCI.mp4,1,0,31,31,0,0,0,100
27_03__podium_speech_happy__72BPN7A1.mp4,0,23,8,31,0,100,74.19354839,25.80645161
27_03__walking_and_outside_surprised__KWGI1LSZ.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_04__hugging_happy__2CCI2ND1.mp4,1,0,31,31,0,0,0,100
27_06__hugging_happy__S3T7SK9O.mp4,1,0,31,31,0,0,0,100
27_06__kitchen_pan__VN14WY2N.mp4,1,0,31,31,0,0,0,100
27_06__kitchen_still__SZWVBWY4.mp4,1,0,31,31,0,0,0,100
27_06__talking_against_wall__S3T7SK9O.mp4,1,12,19,31,0,0,38.70967742,61.29032258
27_06__walking_and_outside_surprised__O7L5Z9U8.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_06__walking_and_outside_surprised__VN14WY2N.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_06__walking_down_indoor_hall_disgust__JOG5PB18.mp4,1,0,31,31,0,0,0,100
27_06__walking_down_street_outside_angry__S3T7SK9O.mp4,1,0,31,31,0,0,0,100
27_06__walking_outside_cafe_disgusted__S3T7SK9O.mp4,0,30,1,31,0,100,96.77419355,3.225806452
27_06__walking_outside_cafe_disgusted__SZWVBWY4.mp4,0,31,0,31,0,100,100,0
27_06__walk_down_hall_angry__S3T7SK9O.mp4,0,31,0,31,0,100,100,0
27_07__kitchen_pan__B5S6XY2L.mp4,1,0,31,31,0,0,0,100
27_07__outside_talking_pan_laughing__LEVU87KC.mp4,1,0,31,31,0,0,0,100
27_07__podium_speech_happy__LEVU87KC.mp4,1,2,29,31,0,0,6.451612903,93.5483871
27_07__walking_down_street_outside_angry__3RH5PR6S.mp4,1,0,31,31,0,0,0,100
27_09__talking_against_wall__RC9KATOO.mp4,1,15,16,31,0,0,48.38709677,51.61290323
27_09__walking_down_street_outside_angry__RC9KATOO.mp4,1,0,31,31,0,0,0,100
27_13__hugging_happy__A1OSUJE9.mp4,1,0,31,31,0,0,0,100
27_13__kitchen_still__A1OSUJE9.mp4,1,0,31,31,0,0,0,100
27_13__outside_talking_pan_laughing__A1OSUJE9.mp4,1,5,26,31,0,0,16.12903226,83.87096774
27_13__talking_against_wall__A1OSUJE9.mp4,1,7,24,31,0,0,22.58064516,77.41935484
27_13__walking_and_outside_surprised__A1OSUJE9.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_13__walking_outside_cafe_disgusted__A1OSUJE9.mp4,0,31,0,31,0,100,100,0
27_14__kitchen_pan__0KSONKQ2.mp4,1,0,31,31,0,0,0,100
27_14__walking_outside_cafe_disgusted__0KSONKQ2.mp4,0,31,0,31,0,100,100,0
27_14__walk_down_hall_angry__0KSONKQ2.mp4,0,31,0,31,0,100,100,0
27_15__kitchen_pan__2ERUWYH8.mp4,1,0,31,31,0,0,0,100
27_15__outside_talking_pan_laughing__WZ4MLUAV.mp4,1,0,31,31,0,0,0,100
27_15__outside_talking_still_laughing__2ERUWYH8.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_15__walking_and_outside_surprised__WZ4MLUAV.mp4,1,2,29,31,0,0,6.451612903,93.5483871
27_18__hugging_happy__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__kitchen_pan__3GLHD5MH.mp4,1,0,31,31,0,0,0,100
27_18__kitchen_pan__BSOLX3SI.mp4,1,0,31,31,0,0,0,100
27_18__kitchen_still__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__meeting_serious__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__outside_talking_pan_laughing__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__outside_talking_still_laughing__G7OOOUCX.mp4,1,0,31,31,0,0,0,100
27_18__outside_talking_still_laughing__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__talking_against_wall__3GLHD5MH.mp4,1,11,20,31,0,0,35.48387097,64.51612903
27_18__talking_against_wall__NYHE8D0J.mp4,1,13,18,31,0,0,41.93548387,58.06451613
27_18__talking_angry_couch__GRZ07XTD.mp4,1,0,31,31,0,0,0,100
27_18__walking_and_outside_surprised__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__walking_down_indoor_hall_disgust__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
27_18__walking_outside_cafe_disgusted__NYHE8D0J.mp4,0,31,0,31,0,100,100,0
27_18__walk_down_hall_angry__BSOLX3SI.mp4,0,31,0,31,0,100,100,0
27_18__walk_down_hall_angry__NYHE8D0J.mp4,0,31,0,31,0,100,100,0
27_20__kitchen_pan__LM907ECA.mp4,1,0,31,31,0,0,0,100
27_20__walking_and_outside_surprised__LM907ECA.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_20__walk_down_hall_angry__LM907ECA.mp4,0,31,0,31,0,100,100,0
27_25__exit_phone_room__1KU29EUL.mp4,0,31,0,31,0,100,100,0
27_25__hugging_happy__1KU29EUL.mp4,1,0,31,31,0,0,0,100
27_25__hugging_happy__GNIMW95Z.mp4,1,0,31,31,0,0,0,100
27_25__meeting_serious__GNIMW95Z.mp4,1,0,31,31,0,0,0,100
27_25__outside_talking_pan_laughing__1KU29EUL.mp4,1,5,26,31,0,0,16.12903226,83.87096774
27_25__outside_talking_pan_laughing__GNIMW95Z.mp4,1,5,26,31,0,0,16.12903226,83.87096774
27_25__outside_talking_pan_laughing__ZTV6TUQ9.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_25__outside_talking_still_laughing__1KU29EUL.mp4,0,20,11,31,0,100,64.51612903,35.48387097
27_25__talking_angry_couch__1KU29EUL.mp4,1,0,31,31,0,0,0,100
27_25__talking_angry_couch__GNIMW95Z.mp4,1,0,31,31,0,0,0,100
27_25__walking_and_outside_surprised__1KU29EUL.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_25__walking_and_outside_surprised__GNIMW95Z.mp4,1,3,28,31,0,0,9.677419355,90.32258065
27_25__walking_down_indoor_hall_disgust__GNIMW95Z.mp4,1,0,31,31,0,0,0,100
27_25__walking_down_street_outside_angry__1KU29EUL.mp4,1,0,31,31,0,0,0,100
27_25__walking_down_street_outside_angry__ZTV6TUQ9.mp4,1,0,31,31,0,0,0,100
27_25__walking_outside_cafe_disgusted__1KU29EUL.mp4,0,31,0,31,0,100,100,0
27_25__walk_down_hall_angry__1KU29EUL.mp4,0,31,0,31,0,100,100,0
27_25__walk_down_hall_angry__GNIMW95Z.mp4,0,31,0,31,0,100,100,0
27_25__walk_down_hall_angry__ZTV6TUQ9.mp4,0,31,0,31,0,100,100,0
27_26__kitchen_pan__IE9N0ZI9.mp4,1,0,31,31,0,0,0,100
